DATE,HOUR,INVAGE,STREET2,STREET1,ALCOHOL,INJURY,.fitted
2018-12-07,18,62,WAYSIDE AVE,FINCH AVE E,0,None,0.9999999999999998
2006-07-23,5,47,401 X W 427 X RAMP,HIGHWAY 27 S  S,1,Major,0.9999999999999998
2006-07-24,23,32,DON VALLEY PARKWAY S  S,DON MILLS RD,1,None,0.9999999999999998
2006-07-24,23,27,DON VALLEY PARKWAY S  S,DON MILLS RD,1,Major,0.9999999999999998
2006-07-24,23,27,DON VALLEY PARKWAY S  S,DON MILLS RD,1,Minor,0.9999999999999998
2006-08-03,1,47,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,None,0.9999999999999998
2006-08-03,1,17,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Minor,0.9999999999999998
2006-08-03,1,22,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Minor,0.9999999999999998
2006-08-03,1,22,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Major,0.9999999999999998
2006-08-03,1,22,LAKESHORE W GARDINER RAMP E,F G GARDINER XY E  E,1,Minor,0.9999999999999998
2006-05-27,23,12,ARTECH CRT,GOSFORD BLVD,1,Major,0.9999999999999998
2006-05-27,23,22,ARTECH CRT,GOSFORD BLVD,1,Minor,0.9999999999999998
2006-05-27,23,27,ARTECH CRT,GOSFORD BLVD,1,Minor,0.9999999999999998
2006-05-28,5,22,LAWRENCE AVE E,KENNEDY RD,1,Major,0.9999999999999998
2006-05-28,5,22,LAWRENCE AVE E,KENNEDY RD,1,Major,0.9999999999999998
2006-05-28,5,22,LAWRENCE AVE E,KENNEDY RD,1,Minor,0.9999999999999998
2006-06-01,12,17,EGLINTON AVE E,MCCOWAN RD,1,Minor,0.9999999999999998
2006-06-01,12,17,EGLINTON AVE E,MCCOWAN RD,1,Minor,0.9999999999999998
2006-06-01,12,17,EGLINTON AVE E,MCCOWAN RD,1,Major,0.9999999999999998
2006-06-01,12,22,EGLINTON AVE E,MCCOWAN RD,1,Major,0.9999999999999998
2006-06-01,12,27,EGLINTON AVE E,MCCOWAN RD,1,None,0.9999999999999998
2006-06-20,20,32,OLD FOREST HILL Road,EGLINTON Aven W,1,Major,0.9999999999999998
2006-06-20,20,37,OLD FOREST HILL Road,EGLINTON Aven W,1,None,0.9999999999999998
2006-06-20,20,67,OLD FOREST HILL Road,EGLINTON Aven W,1,Minor,0.9999999999999998
2006-08-24,21,17,READING CRT,ATTWELL DR,1,Major,0.9999999999999998
2006-08-24,21,47,READING CRT,ATTWELL DR,1,None,0.9999999999999998
2006-03-12,2,27,COMMONWEALTH AVE,EGLINTON AVE E,1,None,0.9999999999999998
2006-03-12,2,32,COMMONWEALTH AVE,EGLINTON AVE E,1,Minor,0.9999999999999998
2006-03-12,2,42,COMMONWEALTH AVE,EGLINTON AVE E,1,Fatal,0.9999999999999998
2006-03-12,19,32,DUNDAS ST W,OSSINGTON AVE,1,None,0.9999999999999998
2006-03-12,19,27,DUNDAS ST W,OSSINGTON AVE,1,Major,0.9999999999999998
2007-02-11,2,22,ADVANCE RD,KIPLING AVE,1,None,0.9999999999999998
2007-02-11,2,17,ADVANCE RD,KIPLING AVE,1,Fatal,0.9999999999999998
2007-04-22,12,52,JACKSON PL,KEELE ST,1,Major,0.9999999999999998
2007-04-22,12,22,JACKSON PL,KEELE ST,1,Minimal,0.9999999999999998
2007-04-22,12,52,JACKSON PL,KEELE ST,1,None,0.9999999999999998
2007-04-22,12,62,JACKSON PL,KEELE ST,1,None,0.9999999999999998
2007-04-11,20,47,MARKBROOK LANE,STEELES AVE W,1,Fatal,0.9999999999999998
2007-04-11,20,47,MARKBROOK LANE,STEELES AVE W,1,Minor,0.9999999999999998
2007-04-17,22,22,MARKDALE AVE,BATHURST ST,1,Minor,0.9999999999999998
2007-04-17,22,37,MARKDALE AVE,BATHURST ST,1,Minor,0.9999999999999998
2007-04-17,22,37,MARKDALE AVE,BATHURST ST,1,None,0.9999999999999998
2007-04-17,22,22,MARKDALE AVE,BATHURST ST,1,Minor,0.9999999999999998
2007-04-17,22,22,MARKDALE AVE,BATHURST ST,1,Major,0.9999999999999998
2006-09-29,3,17,YORKTOWN DR,TRETHEWEY DR,1,Minor,0.9999999999999998
2006-09-29,3,47,YORKTOWN DR,TRETHEWEY DR,1,Major,0.9999999999999998
2006-09-29,3,32,YORKTOWN DR,TRETHEWEY DR,1,Major,0.9999999999999998
2006-09-30,5,32,LAKEVIEW AVE,DUNDAS ST W,1,Minor,0.9999999999999998
2006-09-30,5,42,LAKEVIEW AVE,DUNDAS ST W,1,Major,0.9999999999999998
2007-03-03,1,52,GERRARD ST E,HORTICULTURAL AVE,1,None,0.9999999999999998
2007-03-03,1,52,GERRARD ST E,HORTICULTURAL AVE,1,Major,0.9999999999999998
2006-12-11,18,17,WARDEN AVE,ASHTONBEE RD,1,Major,0.9999999999999998
2006-12-11,18,22,WARDEN AVE,ASHTONBEE RD,1,Minor,0.9999999999999998
2007-03-14,3,37,COLLEGE ST,BATHURST ST,1,None,0.9999999999999998
2007-03-14,3,47,COLLEGE ST,BATHURST ST,1,None,0.9999999999999998
2007-03-14,3,22,COLLEGE ST,BATHURST ST,1,Major,0.9999999999999998
2007-03-14,3,27,COLLEGE ST,BATHURST ST,1,Minimal,0.9999999999999998
2006-12-28,6,22,AQUATIC DR,LAKE SHORE BLVD W,1,Major,0.9999999999999998
2006-12-28,6,22,AQUATIC DR,LAKE SHORE BLVD W,1,Major,0.9999999999999998
2006-10-12,15,37,LA ROSE AVE,SCARLETT RD,1,None,0.9999999999999998
2006-10-12,15,27,LA ROSE AVE,SCARLETT RD,1,Major,0.9999999999999998
2007-09-24,2,17,VICTOR AVE,BROADVIEW AVE,1,Major,0.9999999999999998
2007-10-19,10,82,ISLINGTON AVE,BERGAMOT AVE,1,Fatal,0.9999999999999998
2007-10-19,10,82,ISLINGTON AVE,BERGAMOT AVE,1,Fatal,0.9999999999999998
2007-10-19,10,72,ISLINGTON AVE,BERGAMOT AVE,1,Major,0.9999999999999998
2007-10-19,10,57,ISLINGTON AVE,BERGAMOT AVE,1,None,0.9999999999999998
2007-07-11,20,57,BRIDLEGROVE DR,MCCOWAN RD,1,None,0.9999999999999998
2007-07-11,20,2,BRIDLEGROVE DR,MCCOWAN RD,1,Major,0.9999999999999998
2007-07-11,20,37,BRIDLEGROVE DR,MCCOWAN RD,1,Fatal,0.9999999999999998
2007-07-22,13,42,SAN MARINOWAY,JANE ST,1,None,0.9999999999999998
2007-07-22,13,17,SAN MARINOWAY,JANE ST,1,Major,0.9999999999999998
2007-07-22,13,27,SAN MARINOWAY,JANE ST,1,None,0.9999999999999998
2007-07-22,13,17,SAN MARINOWAY,JANE ST,1,Minimal,0.9999999999999998
2007-07-26,2,47,BLOOR ST W,CHRISTIE ST,1,Major,0.9999999999999998
2008-02-24,21,17,CARPENTER RD,BATHURST ST,1,Minor,0.9999999999999998
2008-09-04,23,22,BREADALBANE Stre,YONGE Stre,1,None,0.9999999999999998
2008-09-04,23,37,BREADALBANE Stre,YONGE Stre,1,Major,0.9999999999999998
2008-09-25,21,52,EVANSTON DR,WILMINGTON AVE,1,None,0.9999999999999998
2008-09-25,21,27,EVANSTON DR,WILMINGTON AVE,1,Major,0.9999999999999998
2008-09-25,21,27,EVANSTON DR,WILMINGTON AVE,1,Minor,0.9999999999999998
2008-02-17,10,67,PAINTED POST Driv,910 MARKHAM Rd,1,Major,0.9999999999999998
2008-05-03,2,22,HEATHERSIDE DR,HUNTINGDALE BLVD,1,Fatal,0.9999999999999998
2008-05-04,23,57,LAWRENCE Aven W,DUFFERIN Stre,1,Major,0.9999999999999998
2008-05-04,23,22,LAWRENCE Aven W,DUFFERIN Stre,1,Minor,0.9999999999999998
2008-02-17,10,22,PAINTED POST Driv,910 MARKHAM Rd,1,Minimal,0.9999999999999998
2008-02-17,10,27,PAINTED POST Driv,910 MARKHAM Rd,1,Minimal,0.9999999999999998
2008-02-18,1,62,THIRTY FIFTH ST,LAKE SHORE BLVD W,1,Major,0.9999999999999998
2008-08-07,1,47,BASTEDO Aven,DANFORTH Aven,1,Major,0.9999999999999998
2008-08-07,1,37,BASTEDO Aven,DANFORTH Aven,1,None,0.9999999999999998
2008-02-24,21,17,CARPENTER RD,BATHURST ST,1,Fatal,0.9999999999999998
2008-02-24,21,17,CARPENTER RD,BATHURST ST,1,Minor,0.9999999999999998
2008-08-23,2,27,BLOOR Stre W,SHAVER Aven S,1,Major,0.9999999999999998
2008-08-26,2,32,LAKE SHORE Boul E,CARLAW Aven,1,Major,0.9999999999999998
2008-08-26,2,27,LAKE SHORE Boul E,CARLAW Aven,1,Major,0.9999999999999998
2008-08-26,2,22,LAKE SHORE Boul E,CARLAW Aven,1,Major,0.9999999999999998
2008-08-26,2,27,LAKE SHORE Boul E,CARLAW Aven,1,Major,0.9999999999999998
2008-02-24,21,17,CARPENTER RD,BATHURST ST,1,Minor,0.9999999999999998
2008-07-19,17,27,DUNDAS ST W,BATHURST ST,1,None,0.9999999999999998
2008-08-01,21,17,ORCHARD PARK DR,KINGSTON RD,1,None,0.9999999999999998
2008-08-01,21,17,ORCHARD PARK DR,KINGSTON RD,1,None,0.9999999999999998
2008-08-01,21,17,ORCHARD PARK DR,KINGSTON RD,1,None,0.9999999999999998
2008-08-01,21,42,ORCHARD PARK DR,KINGSTON RD,1,Major,0.9999999999999998
2008-08-01,23,17,YONGE ST,LAKE SHORE W BLVD E,1,Minor,0.9999999999999998
2008-08-01,23,22,YONGE ST,LAKE SHORE W BLVD E,1,Minor,0.9999999999999998
2008-08-01,23,17,YONGE ST,LAKE SHORE W BLVD E,1,None,0.9999999999999998
2008-08-01,23,27,YONGE ST,LAKE SHORE W BLVD E,1,Major,0.9999999999999998
2008-03-09,22,42,JOHN DRURY DR,SHEPPARD AVE W,1,Minor,0.9999999999999998
2008-03-09,22,62,JOHN DRURY DR,SHEPPARD AVE W,1,Major,0.9999999999999998
2008-06-27,5,32,STADIUM RD,FLEET ST,1,None,0.9999999999999998
2008-06-27,5,22,STADIUM RD,FLEET ST,1,Major,0.9999999999999998
2008-06-27,5,22,STADIUM RD,FLEET ST,1,Fatal,0.9999999999999998
2008-02-03,3,32,MARKHAM RD,STEELES AVE E,1,Major,0.9999999999999998
2008-02-03,3,37,MARKHAM RD,STEELES AVE E,1,Minor,0.9999999999999998
2008-02-03,3,37,MARKHAM RD,STEELES AVE E,1,Minor,0.9999999999999998
2008-02-03,3,17,MARKHAM RD,STEELES AVE E,1,None,0.9999999999999998
2009-06-14,22,32,STEPHEN DR,THE QUEENSWAY,1,Major,0.9999999999999998
2009-06-14,22,32,STEPHEN DR,THE QUEENSWAY,1,Minimal,0.9999999999999998
2009-09-02,22,27,JAYZEL DR,FINCH AVE W,1,None,0.9999999999999998
2009-09-02,22,27,JAYZEL DR,FINCH AVE W,1,Major,0.9999999999999998
2009-04-04,2,27,BLOOR ST W,LIPPINCOTT ST,1,Fatal,0.9999999999999998
2009-04-04,2,22,BLOOR ST W,LIPPINCOTT ST,1,None,0.9999999999999998
2009-04-07,16,57,GAMBLE AVE,BROADVIEW AVE,1,Major,0.9999999999999998
2009-06-19,14,62,SOLWAY CRT,COLLINGSBROOK BLVD,1,Major,0.9999999999999998
2009-05-31,4,22,EGLINTON AVE W,WESTON RD,1,Major,0.9999999999999998
2009-06-19,14,37,SOLWAY CRT,COLLINGSBROOK BLVD,1,Minimal,0.9999999999999998
2009-02-21,2,37,WILSON AVE,STADACONA DR,1,None,0.9999999999999998
2009-02-21,2,32,WILSON AVE,STADACONA DR,1,Major,0.9999999999999998
2009-08-01,7,27,EASTERN AVE,QUEEN ST E,1,Major,0.9999999999999998
2009-03-08,3,22,HEATHFIELD DR,HILL CRES,1,Fatal,0.9999999999999998
2009-03-08,3,22,HEATHFIELD DR,HILL CRES,1,Major,0.9999999999999998
2009-12-31,3,47,SHEPPARD AVE E,TWYN RIVERS DR,1,Major,0.9999999999999998
2009-12-21,19,72,EARSWICK DR,LIVINGSTON RD,1,None,0.9999999999999998
2009-12-21,19,67,EARSWICK DR,LIVINGSTON RD,1,Major,0.9999999999999998
2010-04-03,1,22,HIGHWAY 27  N,ALBION Rd,1,Minimal,0.9999999999999998
2010-04-03,1,7,HIGHWAY 27  N,ALBION Rd,1,Major,0.9999999999999998
2010-04-03,1,47,HIGHWAY 27  N,ALBION Rd,1,Minor,0.9999999999999998
2010-04-03,1,22,HIGHWAY 27  N,ALBION Rd,1,Minimal,0.9999999999999998
2010-04-03,1,27,HIGHWAY 27  N,ALBION Rd,1,None,0.9999999999999998
2010-04-03,1,27,HIGHWAY 27  N,ALBION Rd,1,Minor,0.9999999999999998
2010-02-27,5,32,EDITHVALE Driv,FINCH Aven W,1,Major,0.9999999999999998
2010-03-01,20,52,LOCKWOOD Road,QUEEN Stre E,1,None,0.9999999999999998
2010-03-01,20,27,LOCKWOOD Road,QUEEN Stre E,1,None,0.9999999999999998
2010-03-01,20,57,LOCKWOOD Road,QUEEN Stre E,1,Major,0.9999999999999998
2009-10-17,23,62,TOBERMORY DR,FINCH AVE W,1,Fatal,0.9999999999999998
2009-10-17,23,37,TOBERMORY DR,FINCH AVE W,1,Major,0.9999999999999998
2009-10-16,2,17,QUEEN Stre W,225 QUEEN ST W,1,None,0.9999999999999998
2009-10-16,2,37,QUEEN Stre W,225 QUEEN ST W,1,None,0.9999999999999998
2009-10-16,2,47,QUEEN Stre W,225 QUEEN ST W,1,Major,0.9999999999999998
2009-10-17,23,42,TOBERMORY DR,FINCH AVE W,1,Fatal,0.9999999999999998
2009-10-17,23,22,TOBERMORY DR,FINCH AVE W,1,Fatal,0.9999999999999998
2009-10-17,23,42,TOBERMORY DR,FINCH AVE W,1,Minor,0.9999999999999998
2009-10-17,23,22,TOBERMORY DR,FINCH AVE W,1,Major,0.9999999999999998
2009-12-31,3,37,SHEPPARD AVE E,TWYN RIVERS DR,1,None,0.9999999999999998
2010-06-15,18,47,DUPONT ST,DOVERCOURT RD,1,None,0.9999999999999998
2010-06-15,18,27,DUPONT ST,DOVERCOURT RD,1,Major,0.9999999999999998
2010-06-19,19,32,HYMUS RD,WARDEN AVE,1,Major,0.9999999999999998
2010-06-19,19,27,HYMUS RD,WARDEN AVE,1,None,0.9999999999999998
2009-09-20,2,17,DOVERCOURT RD,DUNDAS ST W,1,Major,0.9999999999999998
2009-09-20,2,67,COOLMINE RD,DUNDAS ST W,1,Major,0.9999999999999998
2009-09-20,2,42,COOLMINE RD,DUNDAS ST W,1,Major,0.9999999999999998
2009-09-20,2,32,COOLMINE RD,DUNDAS ST W,1,Major,0.9999999999999998
2010-09-20,23,32,TAPSCOTT RD,PASSMORE AVE,1,Minor,0.9999999999999998
2010-10-11,20,32,SANDOWN AVE,KINGSTON RD,1,Major,0.9999999999999998
2010-07-31,7,27,CHARLTON BLVD,GRANTBROOK ST,1,Fatal,0.9999999999999998
2010-07-24,3,27,WALLACE AVE,DUFFERIN ST,1,Major,0.9999999999999998
2010-07-31,7,62,CHARLTON BLVD,GRANTBROOK ST,1,Major,0.9999999999999998
2010-07-31,7,62,CHARLTON BLVD,GRANTBROOK ST,1,Minor,0.9999999999999998
2010-07-31,7,27,CHARLTON BLVD,GRANTBROOK ST,1,Minor,0.9999999999999998
2010-07-31,7,27,CHARLTON BLVD,GRANTBROOK ST,1,Major,0.9999999999999998
2010-09-20,23,32,TAPSCOTT RD,PASSMORE AVE,1,Major,0.9999999999999998
2010-10-11,20,47,SANDOWN AVE,KINGSTON RD,1,None,0.9999999999999998
2011-02-19,3,27,HALLAM ST,DUFFERIN ST,1,Major,0.9999999999999998
2011-02-19,3,27,HALLAM ST,DUFFERIN ST,1,None,0.9999999999999998
2011-02-24,22,42,USHER AVE,ROYAL YORK RD,1,Major,0.9999999999999998
2011-02-24,22,22,USHER AVE,ROYAL YORK RD,1,Major,0.9999999999999998
2010-12-29,21,32,BOWDEN ST,DANFORTH AVE,1,None,0.9999999999999998
2011-01-11,19,42,RYERSON AVE,QUEEN ST W,1,None,0.9999999999999998
2011-01-11,19,57,RYERSON AVE,QUEEN ST W,1,Major,0.9999999999999998
2010-09-26,22,27,VICE REGENT BLVD,HIGHWAY 27  N,1,Fatal,0.9999999999999998
2010-09-26,22,47,VICE REGENT BLVD,HIGHWAY 27  N,1,None,0.9999999999999998
2010-09-26,22,7,VICE REGENT BLVD,HIGHWAY 27  N,1,Major,0.9999999999999998
2010-09-26,22,32,VICE REGENT BLVD,HIGHWAY 27  N,1,Minimal,0.9999999999999998
2010-08-21,3,27,HOLLIS AVE,WARDEN AVE,1,Major,0.9999999999999998
2010-08-21,3,27,HOLLIS AVE,WARDEN AVE,1,None,0.9999999999999998
2010-10-23,2,22,CECIL ST,BEVERLEY ST,1,None,0.9999999999999998
2010-10-23,2,22,CECIL ST,BEVERLEY ST,1,Major,0.9999999999999998
2010-06-27,20,62,WILD GINGERWAY Aven,BATHURST ST,1,Major,0.9999999999999998
2010-06-27,20,17,WILD GINGERWAY Aven,BATHURST ST,1,Minimal,0.9999999999999998
2010-06-27,20,47,WILD GINGERWAY Aven,BATHURST ST,1,Minor,0.9999999999999998
2010-06-27,20,22,WILD GINGERWAY Aven,BATHURST ST,1,Minor,0.9999999999999998
2010-07-09,6,52,WESTON Rd,ALBION Rd,1,Major,0.9999999999999998
2010-07-10,3,22,BURNHAMTHORPE CRES,BURNHAMTHORPE RD,1,Minimal,0.9999999999999998
2010-07-09,6,27,WESTON Rd,ALBION Rd,1,Minor,0.9999999999999998
2010-07-10,3,22,BURNHAMTHORPE CRES,BURNHAMTHORPE RD,1,Major,0.9999999999999998
2010-07-10,3,27,BURNHAMTHORPE CRES,BURNHAMTHORPE RD,1,None,0.9999999999999998
2011-12-31,14,52,PARKWOODS VILLAGE Driv,VICTORIA PARK Aven,1,None,0.9999999999999998
2011-12-31,14,2,PARKWOODS VILLAGE Driv,VICTORIA PARK Aven,1,Minor,0.9999999999999998
2011-12-31,14,32,PARKWOODS VILLAGE Driv,VICTORIA PARK Aven,1,Major,0.9999999999999998
2012-02-12,4,27,GEORGE ST,DUNDAS ST E,1,Minor,0.9999999999999998
2012-02-12,4,27,GEORGE ST,DUNDAS ST E,1,Minor,0.9999999999999998
2012-02-12,4,17,GEORGE ST,DUNDAS ST E,1,Major,0.9999999999999998
2012-02-12,4,37,GEORGE ST,DUNDAS ST E,1,Minor,0.9999999999999998
2011-10-10,4,22,NORTHTOWN WAY,DORIS AVE,1,None,0.9999999999999998
2011-10-10,4,27,NORTHTOWN WAY,DORIS AVE,1,Major,0.9999999999999998
2011-10-26,19,67,VAUGHAN RD,BATHURST ST,1,None,0.9999999999999998
2011-10-26,19,77,VAUGHAN RD,BATHURST ST,1,Major,0.9999999999999998
2011-11-05,22,22,BATHURST ST,KING ST W,1,None,0.9999999999999998
2011-11-05,22,27,BATHURST ST,KING ST W,1,Minor,0.9999999999999998
2011-11-05,22,32,BATHURST ST,KING ST W,1,Major,0.9999999999999998
2011-11-05,22,32,BATHURST ST,KING ST W,1,None,0.9999999999999998
2011-12-29,3,22,TAPSCOTT Rd,NEILSON Rd,1,Major,0.9999999999999998
2011-12-29,3,22,TAPSCOTT Rd,NEILSON Rd,1,None,0.9999999999999998
2011-08-03,16,57,SCARBOROUGH Road,GERRARD Stre E,1,Minimal,0.9999999999999998
2011-08-03,16,57,SCARBOROUGH Road,GERRARD Stre E,1,Minimal,0.9999999999999998
2011-08-03,16,37,SCARBOROUGH Road,GERRARD Stre E,1,None,0.9999999999999998
2011-08-03,16,27,SCARBOROUGH Road,GERRARD Stre E,1,Major,0.9999999999999998
2011-08-07,1,37,PHOTOGRAPHY DR W,BLACK CREEK DR,1,Major,0.9999999999999998
2011-08-07,1,47,PHOTOGRAPHY DR W,BLACK CREEK DR,1,Minimal,0.9999999999999998
2012-02-03,4,27,PENNYHILL DR,HUPFIELD TRL,1,Major,0.9999999999999998
2012-09-01,3,22,COSBURN AVE,PAPE AVE,1,None,0.9999999999999998
2012-09-01,3,27,COSBURN AVE,PAPE AVE,1,Major,0.9999999999999998
2012-09-16,1,37,SPRINGHURST Ave,DUFFERIN St,1,Minimal,0.9999999999999998
2012-09-16,1,42,SPRINGHURST Ave,DUFFERIN St,1,Major,0.9999999999999998
2012-09-21,1,32,LAWRENCE Ave W,WESTON Rd,1,Minor,0.9999999999999998
2012-09-21,1,42,LAWRENCE Ave W,WESTON Rd,1,Major,0.9999999999999998
2012-05-05,3,37,WILLIAM KITCHEN RD,KENNEDY RD,1,Major,0.9999999999999998
2012-05-05,3,57,WILLIAM KITCHEN RD,KENNEDY RD,1,None,0.9999999999999998
2012-11-25,1,27,JUDSON ST,HORNER AVE,1,Major,0.9999999999999998
2012-04-03,2,22,STIBBARD AVE,MOUNT PLEASANT RD,1,Fatal,0.9999999999999998
2012-04-03,2,17,STIBBARD AVE,MOUNT PLEASANT RD,1,Minimal,0.9999999999999998
2012-04-07,20,32,VALHALLA BLVD,KINGSTON RD,1,Major,0.9999999999999998
2012-04-07,20,52,VALHALLA BLVD,KINGSTON RD,1,None,0.9999999999999998
2012-04-18,23,37,MASCOT PL,BATHURST ST,1,None,0.9999999999999998
2012-04-18,23,87,MASCOT PL,BATHURST ST,1,Major,0.9999999999999998
2012-07-29,19,32,CANON JACKSON DR,KEELE ST,1,Major,0.9999999999999998
2012-07-29,19,37,CANON JACKSON DR,KEELE ST,1,Minimal,0.9999999999999998
2012-04-01,5,47,FINCH AVE E,MCCOWAN RD,1,Minimal,0.9999999999999998
2012-04-01,5,37,FINCH AVE E,MCCOWAN RD,1,Major,0.9999999999999998
2013-04-13,18,77,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,None,0.9999999999999998
2013-04-13,18,42,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,None,0.9999999999999998
2013-04-13,18,22,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,Minor,0.9999999999999998
2013-04-13,18,47,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,None,0.9999999999999998
2013-04-13,18,27,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,Minor,0.9999999999999998
2013-04-13,18,27,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,None,0.9999999999999998
2013-04-13,18,37,401 C E KENNEDY RAMP RD E,KENNEDY RD,1,Fatal,0.9999999999999998
2013-07-03,2,22,PARKWOODS VILLAGE DR,YORK MILLS RD,1,Major,0.9999999999999998
2014-05-22,20,27,ESTHER SHINER BLVD,LESLIE ST,1,None,0.9999999999999998
2013-09-29,19,47,BEAUMONDE HEIGHTS Dr,ISLINGTON Ave,1,Minimal,0.9999999999999998
2014-04-18,2,42,CRESCENT TOWN RD,DAWES RD,1,Major,0.9999999999999998
2014-05-01,22,22,MAINSHEP RD,WESTON RD,1,Minor,0.9999999999999998
2014-05-01,22,32,MAINSHEP RD,WESTON RD,1,Minor,0.9999999999999998
2014-05-22,20,62,ESTHER SHINER BLVD,LESLIE ST,1,Major,0.9999999999999998
2013-09-29,19,32,BEAUMONDE HEIGHTS Dr,ISLINGTON Ave,1,Minor,0.9999999999999998
2013-09-29,19,47,BEAUMONDE HEIGHTS Dr,ISLINGTON Ave,1,Major,0.9999999999999998
2013-09-29,19,47,BEAUMONDE HEIGHTS Dr,ISLINGTON Ave,1,Major,0.9999999999999998
2013-10-14,18,52,GREENHOLM CRCL,LAWRENCE Ave E,1,None,0.9999999999999998
2013-10-14,18,52,GREENHOLM CRCL,LAWRENCE Ave E,1,Major,0.9999999999999998
2013-10-14,18,62,GREENHOLM CRCL,LAWRENCE Ave E,1,Major,0.9999999999999998
2013-10-20,4,27,EGLINTON AVE E,KENNEDY RD,1,None,0.9999999999999998
2013-11-18,20,22,FRONTENAC AVE,BATHURST ST,1,Minimal,0.9999999999999998
2014-11-24,18,27,MILITARY TRL,ELLESMERE RD,1,Fatal,0.9999999999999998
2014-11-24,18,22,MILITARY TRL,ELLESMERE RD,1,None,0.9999999999999998
2015-08-16,4,22,LAWRENCE AVE E,BELLAMY RD N,1,Major,0.9999999999999998
2015-08-16,4,52,LAWRENCE AVE E,BELLAMY RD N,1,Minor,0.9999999999999998
2015-08-16,4,47,LAWRENCE AVE E,BELLAMY RD N,1,Minimal,0.9999999999999998
2014-11-27,21,57,JOHN DRURY DR,SHEPPARD AVE W,1,Major,0.9999999999999998
2015-09-25,20,52,STIBBARD AVE,MOUNT PLEASANT RD,1,Major,0.9999999999999998
2015-07-10,23,37,BEACONHILL RD,KIPLING AVE,1,None,0.9999999999999998
2015-07-10,23,52,BEACONHILL RD,KIPLING AVE,1,None,0.9999999999999998
2015-09-26,1,32,427 C N BURNHAMTHORPE RAMP,BURNHAMTHORPE RD,1,Fatal,0.9999999999999998
2015-09-26,1,22,427 C N BURNHAMTHORPE RAMP,BURNHAMTHORPE RD,1,Major,0.9999999999999998
2015-06-11,2,22,TOBERMORY DR,FINCH AVE W,1,None,0.9999999999999998
2015-06-11,2,42,TOBERMORY DR,FINCH AVE W,1,Fatal,0.9999999999999998
2015-07-01,23,42,WESTON RD,WALSH AVE,1,Major,0.9999999999999998
2015-07-01,23,52,WESTON RD,WALSH AVE,1,None,0.9999999999999998
2014-12-07,2,32,PHARMACY AVE,EGLINTON AVE E,1,Minor,0.9999999999999998
2015-04-20,21,37,WAYSIDE AVE,FINCH AVE E,1,Major,0.9999999999999998
2015-04-20,21,52,WAYSIDE AVE,FINCH AVE E,1,Minimal,0.9999999999999998
2015-11-08,16,57,SHADY HOLLOW DR,MCNICOLL AVE,1,None,0.9999999999999998
2015-11-08,16,67,SHADY HOLLOW DR,MCNICOLL AVE,1,Minor,0.9999999999999998
2016-01-31,2,52,ROMFIELD DR,DERRYDOWN RD,1,Minor,0.9999999999999998
2016-02-21,1,27,KIPLING AVE,THE QUEENSWAY K,1,None,0.9999999999999998
2016-09-05,2,22,ROXBOROUGH DR,MOUNT PLEASANT RD,1,Minor,0.9999999999999998
2016-09-07,2,32,BARRYMORE RD,DANFORTH RD,1,None,0.9999999999999998
2015-11-21,5,72,ROANOKE RD,UNDERHILL DR,1,Major,0.9999999999999998
2015-11-21,5,27,ROANOKE RD,UNDERHILL DR,1,Minimal,0.9999999999999998
2017-05-19,23,22,DUPLEX AVE,EGLINTON AVE W,1,None,0.9999999999999998
2017-09-28,16,47,ZENITH DR,BIRCHMOUNT RD,1,None,0.9999999999999998
2017-09-28,16,52,ZENITH DR,BIRCHMOUNT RD,1,Minor,0.9999999999999998
2016-12-09,2,22,OLD KINGSTON RD,KINGSTON RD,1,Major,0.9999999999999998
2017-02-18,3,32,DUPONT ST,DUFFERIN ST,1,Major,0.9999999999999998
2017-02-26,3,22,BRIMLEY RD,EGLINTON AVE E,1,Minimal,0.9999999999999998
2016-12-24,3,27,DOLOMITE DR,DUFFERIN ST,1,Major,0.9999999999999998
2017-01-29,3,42,SOUTH KINGSWAY RAMP,F G GARDINER XY  W,1,Minimal,0.9999999999999998
2017-01-29,3,22,SOUTH KINGSWAY RAMP,F G GARDINER XY  W,1,Fatal,0.9999999999999998
2017-08-17,22,22,LONGSWORD  DR,WHITE HEATHER BLVD,1,None,0.9999999999999998
2018-03-15,2,17,HURON ST,COLLEGE ST,1,None,0.9999999999999998
2018-02-10,3,32,DUNDAS ST W,BATHURST ST,1,None,0.9999999999999998
2018-06-23,3,32,MARKHAM RD,BRIMORTON DR,1,None,0.9999999999999998
2018-06-29,22,57,DUNDAS ST W,PACIFIC AVE,1,Minimal,0.9999999999999998
2018-03-21,2,37,WANDLE AV,KEELE ST [N/B],1,Major,0.9999999999999998
2018-03-21,2,37,WANDLE AV,KEELE ST [N/B],1,None,0.9999999999999998
