DATE,HOUR,STREET1,STREET2,ROAD_CLASS,District,Division,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,INVAGE,INJURY,VEHTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID
2006-03-15,15,ISLINGTON AVE,DIXON RD,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,6
2006-03-15,15,ISLINGTON AVE,DIXON RD,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,6
2006-03-16,9,BIRCHMOUNT RD,SANWOOD BLVD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,55 to 59,Major,Other,0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-16,9,BIRCHMOUNT RD,SANWOOD BLVD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,0 to 4,Minor,Other,0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-16,9,BIRCHMOUNT RD,SANWOOD BLVD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,25 to 29,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-16,9,BIRCHMOUNT RD,SANWOOD BLVD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,65 to 69,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-16,9,BIRCHMOUNT RD,SANWOOD BLVD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,35 to 39,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-16,9,BIRCHMOUNT RD,SANWOOD BLVD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,25 to 29,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-16,17,DUNDAS ST E,PEMBROKE ST,Major Arterial,Toronto and East York,51,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,73
2006-03-16,17,DUNDAS ST E,PEMBROKE ST,Major Arterial,Toronto and East York,51,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,60 to 64,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,73
2006-03-17,6,SYMINGTON AVE,ANTLER ST,Collector,Toronto and East York,11,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,93
2006-03-17,6,SYMINGTON AVE,ANTLER ST,Collector,Toronto and East York,11,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,50 to 54,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,93
2006-03-17,15,BLOOR ST W,BATHURST ST,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,95
2006-03-17,15,BLOOR ST W,BATHURST ST,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,20 to 24,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,95
2006-03-18,3,WILLOWDALE AVE,MCKEE AVE,Minor Arterial,North York,32,Intersection,Stop Sign,Clear,Dark,Dry,Angle,Driver,25 to 29,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,51
2006-04-12,18,HIGHWAY 27 N  N,HARNESS RD,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,1
2006-03-18,3,WILLOWDALE AVE,MCKEE AVE,Minor Arterial,North York,32,Intersection,Stop Sign,Clear,Dark,Dry,Angle,Passenger,15 to 19,Minimal,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,51
2006-03-18,3,WILLOWDALE AVE,MCKEE AVE,Minor Arterial,North York,32,Intersection,Stop Sign,Clear,Dark,Dry,Angle,Passenger,20 to 24,Major,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,51
2006-03-18,3,WILLOWDALE AVE,MCKEE AVE,Minor Arterial,North York,32,Intersection,Stop Sign,Clear,Dark,Dry,Angle,Passenger,15 to 19,Major,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,51
2006-03-18,3,WILLOWDALE AVE,MCKEE AVE,Minor Arterial,North York,32,Intersection,Stop Sign,Clear,Dark,Dry,Angle,Driver,15 to 19,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,51
2006-03-18,21,STEELES AVE W,SHALE GT,Major Arterial,North York,31,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Driver,25 to 29,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,1,1,0,1,0,27
2006-03-18,21,STEELES AVE W,SHALE GT,Major Arterial,North York,31,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Driver,20 to 24,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,1,1,0,1,0,27
2006-03-19,2,ST CLAIR AVE W,BLACKTHORN AVE,Major Arterial,Toronto and East York,12,Intersection,No Control,Clear,Dark,Dry,SMV Other,Passenger,25 to 29,Major,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,91
2006-03-19,2,ST CLAIR AVE W,BLACKTHORN AVE,Major Arterial,Toronto and East York,12,Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,25 to 29,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,91
2006-03-19,17,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,25 to 29,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-20,21,BLACK CREEK DR,LAWRENCE AVE W,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Passenger,20 to 24,Minimal,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,30
2006-03-19,17,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,40 to 44,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-19,17,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,80 to 84,Major,Other,0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-19,17,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,50 to 54,Minor,Other,0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-19,17,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,50 to 54,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-19,17,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,20 to 24,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,116
2006-03-20,21,BLACK CREEK DR,LAWRENCE AVE W,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Driver,25 to 29,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,30
2006-03-20,21,BLACK CREEK DR,LAWRENCE AVE W,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Driver,30 to 34,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,30
2006-03-25,11,WESTON RD,ROGERS RD,Major Arterial,Etobicoke York,12,Mid-Block,No Control,Rain,Daylight,Wet,Turning Movement,Passenger,40 to 44,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,111
2006-03-25,11,WESTON RD,ROGERS RD,Major Arterial,Etobicoke York,12,Mid-Block,No Control,Rain,Daylight,Wet,Turning Movement,Driver,45 to 49,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,111
2006-03-25,11,WESTON RD,ROGERS RD,Major Arterial,Etobicoke York,12,Mid-Block,No Control,Rain,Daylight,Wet,Turning Movement,Driver,15 to 19,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,111
2006-03-26,16,CALEDONIA RD,NORMAN AVE,Minor Arterial,Toronto and East York,13,Intersection,No Control,Clear,Daylight,Dry,SMV Other,Driver,35 to 39,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,92
2006-03-31,16,BLOOR ST W,CHRISTIE ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,95
2006-03-31,16,BLOOR ST W,CHRISTIE ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,70 to 74,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,95
2006-04-01,22,JANE ST,EGLINTON AVE W,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Dark,Dry,Sideswipe,Passenger,30 to 34,Major,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,115
2006-04-01,22,JANE ST,EGLINTON AVE W,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Dark,Dry,Sideswipe,Driver,30 to 34,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,115
2006-04-01,22,JANE ST,EGLINTON AVE W,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Dark,Dry,Sideswipe,Driver,30 to 34,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,115
2006-04-01,23,F G GARDINER XY E  E,SPADINA AVE,Major Arterial,Toronto and East York,52,Mid-Block,No Control,Clear,Dark,Dry,Rear End,Driver,50 to 54,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,77
2006-04-01,23,F G GARDINER XY E  E,SPADINA AVE,Major Arterial,Toronto and East York,52,Mid-Block,No Control,Clear,Dark,Dry,Rear End,Passenger,25 to 29,Minimal,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,77
2006-04-01,23,F G GARDINER XY E  E,SPADINA AVE,Major Arterial,Toronto and East York,52,Mid-Block,No Control,Clear,Dark,Dry,Rear End,Passenger,25 to 29,Minimal,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,77
2006-04-01,23,F G GARDINER XY E  E,SPADINA AVE,Major Arterial,Toronto and East York,52,Mid-Block,No Control,Clear,Dark,Dry,Rear End,Driver,20 to 24,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,77
2006-04-01,23,F G GARDINER XY E  E,SPADINA AVE,Major Arterial,Toronto and East York,52,Mid-Block,No Control,Clear,Dark,Dry,Rear End,Driver,25 to 29,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,77
2006-04-01,23,F G GARDINER XY E  E,SPADINA AVE,Major Arterial,Toronto and East York,52,Mid-Block,No Control,Clear,Dark,Dry,Rear End,Driver,30 to 34,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,77
2006-04-02,17,DON MILLS RD,GATEWAY BLVD,Major Arterial,North York,54,Mid-Block,No Control,Clear,Daylight,Dry,SMV Other,Driver,55 to 59,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,1,44
2006-04-03,16,DUNDAS ST W,BLOOR ST W,Major Arterial,Toronto and East York,11,Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,88
2006-04-03,16,DUNDAS ST W,BLOOR ST W,Major Arterial,Toronto and East York,11,Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,75 to 79,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,88
2006-04-25,1,MILNER AVE,AUTO MALL DR,Minor Arterial,Scarborough,42,Intersection,No Control,Clear,Dark,Dry,SMV Other,Passenger,25 to 29,Major,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,131
2006-04-04,13,WALMER RD,HEATH ST W,Collector,Toronto and East York,13,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,60 to 64,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,101
2006-04-04,13,WALMER RD,HEATH ST W,Collector,Toronto and East York,13,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,15 to 19,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,101
2006-04-06,15,BAY ST,GERRARD ST W,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,0,0,0,0,76
2006-04-06,15,BAY ST,GERRARD ST W,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,25 to 29,Major,Bicycle,0,1,1,0,0,0,0,0,0,0,0,0,0,76
2006-04-07,15,KINGSTON RD,EGLINTON AVE E,Major Arterial,Scarborough,43,Mid-Block,No Control,Rain,Daylight,Wet,Rear End,Driver,40 to 44,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,1,1,0,0,0,139
2006-04-07,15,KINGSTON RD,EGLINTON AVE E,Major Arterial,Scarborough,43,Mid-Block,No Control,Rain,Daylight,Wet,Rear End,Driver,55 to 59,Major,Other,0,0,1,0,0,0,0,0,1,1,0,0,0,139
2006-04-10,17,ADELAIDE ST E,FREDERICK ST,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,55 to 59,None,"Automobile, Station Wagon",0,0,1,1,0,0,0,0,0,1,0,0,0,73
2006-04-10,17,ADELAIDE ST E,FREDERICK ST,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Motorcycle Driver,40 to 44,Major,Motorcycle,0,0,1,1,0,0,0,0,0,1,0,0,0,73
2006-04-11,15,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,45 to 49,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,1,0,0,0,10
2006-04-11,15,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,60 to 64,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,1,0,0,0,10
2006-04-11,16,KENNEDY RD,PROGRESS AVE,Major Arterial,Scarborough,41,Mid-Block,No Control,Clear,Daylight,Dry,Sideswipe,Motorcycle Driver,40 to 44,Major,Motorcycle,0,0,1,1,0,0,0,0,0,0,0,0,0,126
2006-04-11,16,KENNEDY RD,PROGRESS AVE,Major Arterial,Scarborough,41,Mid-Block,No Control,Clear,Daylight,Dry,Sideswipe,Driver,40 to 44,None,"Automobile, Station Wagon",0,0,1,1,0,0,0,0,0,0,0,0,0,126
2006-04-11,18,RICHMOND ST E,ONTARIO ST,Major Arterial,Toronto and East York,51,Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Driver,55 to 59,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,1,1,0,0,0,73
2006-04-11,18,RICHMOND ST E,ONTARIO ST,Major Arterial,Toronto and East York,51,Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Driver,25 to 29,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,1,1,0,0,0,73
2006-04-12,18,HIGHWAY 27 N  N,HARNESS RD,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,40 to 44,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2006-04-15,20,YONGE ST,BREADALBANE ST,Major Arterial,Toronto and East York,51,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,55 to 59,None,Taxi,1,0,1,0,0,0,0,0,0,0,0,0,0,75
2006-04-15,20,YONGE ST,BREADALBANE ST,Major Arterial,Toronto and East York,51,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,75
2006-04-18,1,FINCH AVE W,DRIFTWOOD AVE,Major Arterial,Etobicoke York,31,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Driver,45 to 49,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,24
2006-04-18,1,FINCH AVE W,DRIFTWOOD AVE,Major Arterial,Etobicoke York,31,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Passenger,15 to 19,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,24
2006-04-18,1,FINCH AVE W,DRIFTWOOD AVE,Major Arterial,Etobicoke York,31,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Driver,20 to 24,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,24
2006-04-18,19,WARDEN AVE,COMSTOCK RD,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,5 to 9,Minor,Other,0,0,1,0,0,1,0,1,0,1,1,0,0,120
2006-04-18,19,WARDEN AVE,COMSTOCK RD,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,30 to 34,Fatal,Other,0,0,1,0,0,1,0,1,0,1,1,0,0,120
2006-04-18,19,WARDEN AVE,COMSTOCK RD,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,35 to 39,Major,"Automobile, Station Wagon",0,0,1,0,0,1,0,1,0,1,1,0,0,120
2006-04-18,19,WARDEN AVE,COMSTOCK RD,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,50 to 54,None,"Automobile, Station Wagon",0,0,1,0,0,1,0,1,0,1,1,0,0,120
2006-04-18,19,WARDEN AVE,COMSTOCK RD,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,50 to 54,None,Municipal Transit Bus (TTC),0,0,1,0,0,1,0,1,0,1,1,0,0,120
2006-04-19,19,LAWRENCE AVE W,PIMLICO RD,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,30 to 34,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,29
2006-04-19,19,LAWRENCE AVE W,PIMLICO RD,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,70 to 74,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,29
2006-04-20,8,AVENUE RD,CORTLEIGH BLVD,Major Arterial,North York,53,Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Truck Driver,50 to 54,None,Truck - Open,0,1,0,0,1,0,0,0,0,0,0,0,0,103
2006-04-20,8,AVENUE RD,CORTLEIGH BLVD,Major Arterial,North York,53,Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,45 to 49,Fatal,Bicycle,0,1,0,0,1,0,0,0,0,0,0,0,0,103
2006-04-20,20,KEELE ST,FINCH AVE W,Major Arterial,Etobicoke York,31,Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Cyclist,15 to 19,Fatal,Bicycle,0,1,0,0,1,0,0,0,0,0,0,0,0,27
2006-04-20,20,KEELE ST,FINCH AVE W,Major Arterial,Etobicoke York,31,Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Truck Driver,45 to 49,None,Truck - Open,0,1,0,0,1,0,0,0,0,0,0,0,0,27
2006-04-23,9,MCCOWAN RD,ELLESMERE RD,Major Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Daylight,Wet,Turning Movement,Passenger,75 to 79,Major,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,137
2006-04-23,9,MCCOWAN RD,ELLESMERE RD,Major Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Daylight,Wet,Turning Movement,Driver,80 to 84,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,137
2006-04-23,9,MCCOWAN RD,ELLESMERE RD,Major Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Daylight,Wet,Turning Movement,Driver,35 to 39,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,137
2006-04-25,1,MILNER AVE,AUTO MALL DR,Minor Arterial,Scarborough,42,Intersection,No Control,Clear,Dark,Dry,SMV Other,Passenger,20 to 24,Minimal,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,131
2006-04-25,1,MILNER AVE,AUTO MALL DR,Minor Arterial,Scarborough,42,Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,25 to 29,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,131
2006-04-25,1,MILNER AVE,AUTO MALL DR,Minor Arterial,Scarborough,42,Mid-Block,No Control,Clear,Dark,Dry,SMV Other,Passenger,25 to 29,Major,Other,0,0,1,0,0,0,0,1,1,1,0,1,0,131
2006-04-25,1,MILNER AVE,AUTO MALL DR,Minor Arterial,Scarborough,42,Mid-Block,No Control,Clear,Dark,Dry,SMV Other,Passenger,20 to 24,Minor,Other,0,0,1,0,0,0,0,1,1,1,0,1,0,131
2006-04-25,1,MILNER AVE,AUTO MALL DR,Minor Arterial,Scarborough,42,Mid-Block,No Control,Clear,Dark,Dry,SMV Other,Driver,25 to 29,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,1,0,131
2006-04-25,8,BLOOR ST W,SYMINGTON AVE,Major Arterial,Toronto and East York,11,Intersection,Traffic Signal,Rain,Daylight,Wet,Cyclist Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,0,0,0,0,83
2006-04-25,8,BLOOR ST W,SYMINGTON AVE,Major Arterial,Toronto and East York,11,Intersection,Traffic Signal,Rain,Daylight,Wet,Cyclist Collisions,Cyclist,45 to 49,Major,Bicycle,0,1,1,0,0,0,0,0,0,0,0,0,0,83
2006-04-26,9,KINGSTON RD,WARDEN AVE,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,75 to 79,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,122
2006-04-26,9,KINGSTON RD,WARDEN AVE,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,20 to 24,Minor,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,122
2006-04-26,9,KINGSTON RD,WARDEN AVE,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,20 to 24,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,122
2006-04-27,20,THE QUEENSWAY,NORTH QUEEN ST,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Passenger,15 to 19,Major,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,14
2006-04-27,20,THE QUEENSWAY,NORTH QUEEN ST,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,15 to 19,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,14
2006-04-27,20,THE QUEENSWAY,NORTH QUEEN ST,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,25 to 29,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,14
2006-04-28,13,EGLINTON AVE W,OLD FOREST HILL RD,Major Arterial,North York,53,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,70 to 74,None,"Automobile, Station Wagon",0,0,1,1,0,0,0,0,0,0,0,0,0,102
2006-04-28,13,EGLINTON AVE W,OLD FOREST HILL RD,Major Arterial,North York,53,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Driver,35 to 39,Major,Motorcycle,0,0,1,1,0,0,0,0,0,0,0,0,0,102
2006-04-28,23,BLOOR ST W,DUFFERIN ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,0,0,0,83
2006-04-28,23,BLOOR ST W,DUFFERIN ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Dark,Dry,Cyclist Collisions,Passenger,50 to 54,Minimal,Other,0,1,1,0,0,0,0,1,1,1,0,0,0,83
2006-04-28,23,BLOOR ST W,DUFFERIN ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,0,0,0,83
2006-04-28,23,BLOOR ST W,DUFFERIN ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,35 to 39,Minor,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,0,0,0,83
2006-04-28,23,BLOOR ST W,DUFFERIN ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,0,0,0,83
2006-04-28,23,BLOOR ST W,DUFFERIN ST,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist,25 to 29,Major,Bicycle,0,1,1,0,0,0,0,1,1,1,0,0,0,83
2006-04-29,15,DOUGLAS BLVD,LAKE SHORE BLVD W,Local,Etobicoke York,22,Mid-Block,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Driver,20 to 24,Major,Motorcycle,0,0,0,1,0,0,0,0,0,0,0,0,0,17
