DATE,HOUR,STREET1,STREET2,ROAD_CLASS,District,Division,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,INVAGE,INJURY,VEHTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID
2006-01-01,2,WOODBINE AVE,O CONNOR DR,Major Arterial,Toronto and East York,54,Intersection,No Control,Clear,Dark,Wet,Approaching,Driver,55 to 59,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,1,0,60
2006-01-01,2,WOODBINE AVE,O CONNOR DR,Major Arterial,Toronto and East York,54,Intersection,No Control,Clear,Dark,Wet,Approaching,Driver,25 to 29,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,1,0,60
2006-01-01,3,DANFORTH AVE,WEST LYNN AVE,Major Arterial,Toronto and East York,54,Intersection,No Control,Snow,"Dark, artificial",Slush,SMV Other,Driver,20 to 24,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,64
2006-01-04,19,DUFFERIN ST,SYLVAN AVE,Major Arterial,Toronto and East York,14,Mid-Block,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,83
2006-01-04,19,DUFFERIN ST,SYLVAN AVE,Major Arterial,Toronto and East York,14,Mid-Block,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,75 to 79,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,83
2006-01-06,22,DON MILLS RD,LEITH HILL RD,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,47
2006-01-07,23,STEELES AVE E,NINTH LINE ST,Minor Arterial,Scarborough,42,Mid-Block,No Control,Clear,Dark,Wet,Approaching,Driver,50 to 54,Fatal,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,131
2006-01-07,23,STEELES AVE E,NINTH LINE ST,Minor Arterial,Scarborough,42,Mid-Block,No Control,Clear,Dark,Wet,Approaching,Driver,35 to 39,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,131
2006-01-08,15,PARLIAMENT ST,FRONT ST E,Minor Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,40 to 44,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,1,1,0,0,77
2006-01-08,15,PARLIAMENT ST,FRONT ST E,Minor Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,45 to 49,Major,Passenger Van,0,0,1,0,0,0,0,0,0,1,1,0,0,77
2006-01-08,18,ISLINGTON AVE,GOLFDOWN DR,Major Arterial,Etobicoke York,23,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Passenger,20 to 24,None,Other,1,0,1,0,0,0,0,1,0,1,0,0,0,5
2006-01-08,18,ISLINGTON AVE,GOLFDOWN DR,Major Arterial,Etobicoke York,23,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Passenger,20 to 24,None,Other,1,0,1,0,0,0,0,1,0,1,0,0,0,5
2006-01-08,18,ISLINGTON AVE,GOLFDOWN DR,Major Arterial,Etobicoke York,23,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Passenger,10 to 14,None,Other,1,0,1,0,0,0,0,1,0,1,0,0,0,5
2006-01-08,18,ISLINGTON AVE,GOLFDOWN DR,Major Arterial,Etobicoke York,23,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,1,0,0,0,5
2006-01-08,18,ISLINGTON AVE,GOLFDOWN DR,Major Arterial,Etobicoke York,23,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,10 to 14,Fatal,Other,1,0,1,0,0,0,0,1,0,1,0,0,0,5
2006-01-09,14,KENNEDY RD,GLAMORGAN AVE,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,126
2006-01-09,14,KENNEDY RD,GLAMORGAN AVE,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,126
2006-01-09,18,FINCH AVE E,MIDDLEFIELD RD,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,55 to 59,None,Municipal Transit Bus (TTC),1,0,0,0,0,1,0,0,0,0,0,0,0,129
2006-01-10,8,BRIMLEY RD,GULLY DR,Major Arterial,Scarborough,43,Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,80 to 84,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,1,127
2006-01-10,8,BRIMLEY RD,GULLY DR,Major Arterial,Scarborough,43,Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,55 to 59,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,1,127
2006-01-11,11,BARTLEY DR,JINNAH CRT,Collector,North York,54,Intersection,No Control,Clear,Daylight,Wet,SMV Other,Passenger,15 to 19,Minimal,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,43
2006-01-11,11,BARTLEY DR,JINNAH CRT,Collector,North York,54,Intersection,No Control,Clear,Daylight,Wet,SMV Other,Passenger,15 to 19,Minimal,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,43
2006-01-11,11,BARTLEY DR,JINNAH CRT,Collector,North York,54,Intersection,No Control,Clear,Daylight,Wet,SMV Other,Passenger,15 to 19,Fatal,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,43
2006-01-11,11,BARTLEY DR,JINNAH CRT,Collector,North York,54,Intersection,No Control,Clear,Daylight,Wet,SMV Other,Driver,15 to 19,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,43
2006-01-14,9,WESTON RD,CORONADO CRT,Major Arterial,Etobicoke York,31,Mid-Block,Pedestrian Crossover,Strong wind,Daylight,Ice,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,1,1,0,0,0,22
2006-01-14,9,WESTON RD,CORONADO CRT,Major Arterial,Etobicoke York,31,Mid-Block,Pedestrian Crossover,Strong wind,Daylight,Ice,Pedestrian Collisions,Pedestrian,80 to 84,Major,Other,1,0,1,0,0,0,0,0,1,1,0,0,0,22
2006-01-14,20,EGLINTON AVE W,BRAEMAR AVE,Major Arterial,North York,53,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,100
2006-01-14,20,EGLINTON AVE W,BRAEMAR AVE,Major Arterial,North York,53,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,25 to 29,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,100
2006-01-17,19,SHEPPARD AVE W,SENLAC RD,Major Arterial,North York,32,Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,38
2006-01-17,19,SHEPPARD AVE W,SENLAC RD,Major Arterial,North York,32,Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,55 to 59,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,38
2006-01-17,22,LAWRENCE AVE E,COLLINSGROVE RD,Minor Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,55 to 59,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,136
2006-01-17,22,LAWRENCE AVE E,COLLINSGROVE RD,Minor Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,60 to 64,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,136
2006-01-17,23,KING EDWARD AVE,BURRELL AVE,Local,Toronto and East York,54,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,35 to 39,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,60
2006-01-17,23,KING EDWARD AVE,BURRELL AVE,Local,Toronto and East York,54,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,40 to 44,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,60
2006-01-21,18,MIDLAND AVE,GOODLAND GT,Major Arterial,Scarborough,42,Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,1,1,0,0,0,128
2006-01-21,18,MIDLAND AVE,GOODLAND GT,Major Arterial,Scarborough,42,Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,40 to 44,Major,Other,1,0,1,0,0,0,0,0,1,1,0,0,0,128
2006-01-21,18,MIDLAND AVE,GOODLAND GT,Major Arterial,Scarborough,42,Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,Other,1,0,1,0,0,0,0,0,1,1,0,0,0,128
2006-01-22,18,YONGE ST,CUMBERLAND ST,Major Arterial,Toronto and East York,53,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,85 to 89,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,98
2006-01-22,18,YONGE ST,CUMBERLAND ST,Major Arterial,Toronto and East York,53,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,98
2006-01-24,1,WARDEN AVE,LAWRENCE AVE E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dawn,Dry,Angle,Passenger,35 to 39,Major,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,119
2006-01-24,1,WARDEN AVE,LAWRENCE AVE E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dawn,Dry,Angle,Driver,40 to 44,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,119
2006-01-24,1,WARDEN AVE,LAWRENCE AVE E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dawn,Dry,Angle,Driver,35 to 39,Fatal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,119
2006-01-24,7,DEAN PARK RD,BRAYMORE BLVD,Collector,Scarborough,42,Intersection,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Passenger,10 to 14,None,Other,1,0,1,0,0,0,0,1,0,1,0,0,0,131
2006-01-24,7,DEAN PARK RD,BRAYMORE BLVD,Collector,Scarborough,42,Intersection,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,1,0,0,0,131
2006-01-24,7,DEAN PARK RD,BRAYMORE BLVD,Collector,Scarborough,42,Intersection,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,Other,1,0,1,0,0,0,0,1,0,1,0,0,0,131
2006-01-24,22,MOUNT PLEASANT RD,WHITEHALL RD,Major Arterial,Toronto and East York,53,Intersection,No Control,Rain,Dark,Wet,Turning Movement,Passenger,15 to 19,Minimal,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,98
2006-01-24,22,MOUNT PLEASANT RD,WHITEHALL RD,Major Arterial,Toronto and East York,53,Intersection,No Control,Rain,Dark,Wet,Turning Movement,Driver,15 to 19,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,98
2006-01-24,22,MOUNT PLEASANT RD,WHITEHALL RD,Major Arterial,Toronto and East York,53,Intersection,No Control,Rain,Dark,Wet,Turning Movement,Driver,45 to 49,Fatal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,98
2006-01-24,22,MOUNT PLEASANT RD,WHITEHALL RD,Major Arterial,Toronto and East York,53,Intersection,No Control,Rain,Dark,Wet,Turning Movement,Driver,15 to 19,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,98
2006-01-27,20,BLOOR ST W,CHRISTIE ST,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,1,1,0,0,0,80
2006-01-27,20,BLOOR ST W,CHRISTIE ST,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,1,1,0,0,0,80
2006-01-27,20,BLOOR ST W,CHRISTIE ST,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,20 to 24,Major,Other,1,0,1,0,0,0,0,0,1,1,0,0,0,80
2006-01-27,23,NORTH YORK BLVD,BEECROFT RD,Collector,North York,32,Mid-Block,Pedestrian Crossover,Clear,Dark,Dry,SMV Other,Passenger,20 to 24,Major,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,38
2006-01-27,23,NORTH YORK BLVD,BEECROFT RD,Collector,North York,32,Mid-Block,Pedestrian Crossover,Clear,Dark,Dry,SMV Other,Driver,20 to 24,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,38
2006-01-29,21,ST CLAIR AVE W,SPADINA RD,Major Arterial,Toronto and East York,53,Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,96
2006-01-29,21,ST CLAIR AVE W,SPADINA RD,Major Arterial,Toronto and East York,53,Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,65 to 69,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,96
2006-02-02,14,SPADINA AVE,NASSAU ST,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,50 to 54,Major,Other,0,0,1,0,0,1,0,1,0,0,0,0,0,78
2006-02-02,14,SPADINA AVE,NASSAU ST,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,50 to 54,Major,"Automobile, Station Wagon",0,0,1,0,0,1,0,1,0,0,0,0,0,78
2006-02-02,14,SPADINA AVE,NASSAU ST,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,40 to 44,None,Municipal Transit Bus (TTC),0,0,1,0,0,1,0,1,0,0,0,0,0,78
2006-02-03,7,BIRCHMOUNT RD,L AMOREAUX DR,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Driver,70 to 74,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,117
2006-02-03,7,BIRCHMOUNT RD,L AMOREAUX DR,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,15 to 19,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,117
2006-07-18,10,YONGE ST,LORD SEATON RD,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,50 to 54,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,40
2006-07-18,10,YONGE ST,LORD SEATON RD,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,45 to 49,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,40
2006-07-19,22,BLOOR ST W,LANSDOWNE AVE,Major Arterial,Toronto and East York,11,Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,93
2006-07-19,22,BLOOR ST W,LANSDOWNE AVE,Major Arterial,Toronto and East York,11,Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,93
2006-07-20,16,EGLINTON AVE W,LLOYD MANOR RD,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Rain,Daylight,Wet,Sideswipe,Motorcycle Driver,40 to 44,Major,Motorcycle,0,0,1,1,0,0,0,0,0,0,0,0,0,10
2006-07-20,17,ST MARKS RD,BROOKSIDE AVE,Collector,Toronto and East York,11,Intersection,Stop Sign,Rain,Daylight,Wet,Turning Movement,Driver,30 to 34,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,114
2006-07-20,17,ST MARKS RD,BROOKSIDE AVE,Collector,Toronto and East York,11,Intersection,Stop Sign,Rain,Daylight,Wet,Turning Movement,Driver,30 to 34,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,114
2006-07-22,6,RICHMOND ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,50 to 54,Major,"Automobile, Station Wagon",0,0,1,0,0,1,0,0,0,1,1,0,0,73
2006-07-22,6,RICHMOND ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,40 to 44,None,Municipal Transit Bus (TTC),0,0,1,0,0,1,0,0,0,1,1,0,0,73
2006-07-23,5,HIGHWAY 27 S  S,401 X W 427 X RAMP,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Clear,Dark,Dry,SMV Other,Driver,45 to 49,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,1,0,1
2006-07-23,13,VICTORIA PARK AVE,BISCAYNE BLVD,Major Arterial,North York,41,Intersection,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Driver,35 to 39,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,119
2006-07-23,13,VICTORIA PARK AVE,BISCAYNE BLVD,Major Arterial,North York,41,Intersection,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,119
2006-07-24,13,LAKE SHORE BLVD W,JAMESON LAKESHORE RAMP,Major Arterial,Toronto and East York,14,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,30 to 34,Major,Bicycle,0,1,0,0,0,0,0,0,0,0,0,0,0,85
2006-07-24,14,STEELES AVE W,ALNESS ST,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,35 to 39,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,27
2006-07-24,14,STEELES AVE W,ALNESS ST,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,15 to 19,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,27
2006-07-24,14,STEELES AVE W,ALNESS ST,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Passenger,20 to 24,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,27
2006-07-24,14,STEELES AVE W,ALNESS ST,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,60 to 64,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,27
2006-07-24,23,DON MILLS RD,DON VALLEY PARKWAY S  S,Major Arterial,Toronto and East York,54,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Driver,30 to 34,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,1,0,58
2006-07-24,23,DON MILLS RD,DON VALLEY PARKWAY S  S,Major Arterial,Toronto and East York,54,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Passenger,25 to 29,Major,Other,0,0,1,0,0,0,0,1,0,0,0,1,0,58
2006-07-24,23,DON MILLS RD,DON VALLEY PARKWAY S  S,Major Arterial,Toronto and East York,54,Mid-Block,No Control,Clear,Dark,Dry,Approaching,Driver,25 to 29,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,1,0,58
2006-07-26,21,ALBION RD,ARMEL CRT,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Rain,Dark,Wet,Angle,Driver,20 to 24,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,5
2006-07-26,21,ALBION RD,ARMEL CRT,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Rain,Dark,Wet,Angle,Passenger,60 to 64,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,5
2006-07-26,21,ALBION RD,ARMEL CRT,Major Arterial,Etobicoke York,23,Intersection,Traffic Signal,Rain,Dark,Wet,Angle,Driver,65 to 69,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,5
2006-07-28,16,ISLINGTON AVE,DIXON RD,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,5 to 9,None,Other,1,0,1,0,0,0,0,1,0,0,0,0,0,6
2006-07-28,16,ISLINGTON AVE,DIXON RD,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,35 to 39,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,0,0,0,0,6
2006-07-28,16,ISLINGTON AVE,DIXON RD,Major Arterial,Etobicoke York,23,Mid-Block,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,Other,1,0,1,0,0,0,0,1,0,0,0,0,0,6
2006-07-30,7,LAWRENCE AVE W,JANE ST,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,30
2006-07-30,7,LAWRENCE AVE W,JANE ST,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,80 to 84,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,30
2006-07-30,14,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,45 to 49,Major,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,48
2006-07-30,14,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,45 to 49,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,48
2006-07-30,14,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,35 to 39,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,48
2006-07-31,6,FINCH AVE E,BRAHMS AVE,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,30 to 34,None,Other,1,0,1,0,0,0,0,1,0,0,0,0,0,47
2006-07-31,6,FINCH AVE E,BRAHMS AVE,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,15 to 19,Major,Other,1,0,1,0,0,0,0,1,0,0,0,0,0,47
2006-07-31,6,FINCH AVE E,BRAHMS AVE,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,30 to 34,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,0,0,0,0,47
2006-07-31,14,BLOOR ST W,KENNEDY AVE,Major Arterial,Toronto and East York,11,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,87
2006-07-31,14,BLOOR ST W,KENNEDY AVE,Major Arterial,Toronto and East York,11,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,10 to 14,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,87
2006-07-31,16,BAY ST,KING ST W,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,30 to 34,Major,Bicycle,0,1,0,0,0,0,0,0,0,0,0,0,0,76
2006-08-01,18,HENLEY CRES,KIPLING AVE,Local,Etobicoke York,23,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,70 to 74,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,1,0,0,0,4
2006-08-01,18,HENLEY CRES,KIPLING AVE,Local,Etobicoke York,23,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,60 to 64,Major,Bicycle,0,1,1,0,0,0,0,0,0,1,0,0,0,4
2006-08-01,23,NEILSON RD,WICKSON TRL,Minor Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,50 to 54,Minor,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,132
2006-08-01,23,NEILSON RD,WICKSON TRL,Minor Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,132
2006-08-03,1,F G GARDINER XY E  E,LAKESHORE W GARDINER RAMP E,Major Arterial,Toronto and East York,11,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,0,0,1,0,85
2006-08-03,1,F G GARDINER XY E  E,LAKESHORE W GARDINER RAMP E,Major Arterial,Toronto and East York,11,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Passenger,15 to 19,Minor,Other,1,0,1,0,0,0,0,1,0,0,0,1,0,85
2006-08-03,1,F G GARDINER XY E  E,LAKESHORE W GARDINER RAMP E,Major Arterial,Toronto and East York,11,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,20 to 24,Minor,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,0,0,1,0,85
2006-08-03,1,F G GARDINER XY E  E,LAKESHORE W GARDINER RAMP E,Major Arterial,Toronto and East York,11,Mid-Block,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,20 to 24,Major,Other,1,0,1,0,0,0,0,1,0,0,0,1,0,85
